Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	ANI Cluster ID	ANI Cluster Type	IMG Release/Pipeline Version	IMG Submission ID	JGI Project ID / ITS SP ID	GOLD Analysis Project ID	GOLD Analysis Project Type	GOLD Sequencing Project ID	GOLD Study ID	Add Date	Assembly Method	Comments	Funding Agency	High Quality	Is Public	ITS AP ID	NCBI Taxon ID	NCBI Project ID	RefSeq Project ID	Release Date	Strain	Submission Type	User Access	Alt. Contact Email	Alt. Contact Name	Altitude In Meters	Biotic Relationships	Cell Arrangement	Cell Shape	Chlorophyll Concentration	Contact Email	Contact Name	Culture Type	Cultured	Depth In Meters	Diseases	Energy Source	Funding Program	Funding Year	Geographic Location	GOLD Ecosystem	GOLD Ecosystem Category	GOLD Ecosystem Subtype	GOLD Ecosystem Type	GOLD Sequencing Depth	GOLD Sequencing Quality	GOLD Sequencing Status	GOLD Sequencing Strategy	GOLD Specific Ecosystem	GPTS Proposal ID	Gram Staining	Habitat	HMP ID	Host Gender	Host Name	Is Published	Isolation	Isolation Country	ITS Proposal ID	ITS SP ID	Latitude	Longhurst Code	Longhurst Description	Longitude	Medical Record Number	Metabolism	Motility	NCBI Bioproject Accession	NCBI Biosample Accession	Nitrate Concentration	Oxygen Concentration	Oxygen Requirement	pH	Phenotype	PMO Project ID	Pressure	Proportal Ecotype	Proportal Isolation	Proportal Ocean	Proportal Station	Proportal WOA Dissolved Oxygen	Proportal WOA Nitrate	Proportal WOA Phosphate	Proportal WOA Salinity	Proportal WOA Silicate	Proportal WOA Temperature	Pubmed ID	Relevance	Salinity	Salinity Concentration	Sample Body Site	Sample Body Subsite	Sample Collection Date 	Sample Collection Temperature	Sequencing Method	Sporulation	Temperature Range	Type Strain	Uncultured Type	Visits	Genome Size   * assembled	Gene Count   * assembled	Scaffold Count   * assembled	Genome Bin Count   * assembled	CRISPR Count   * assembled	GC Count   * assembled	GC   * assembled	Coding Base Count   * assembled	Coding Base Count %   * assembled	Coding Base Count NP 	Coding Base Count NP % 	CDS Count   * assembled	CDS %   * assembled	RNA Count   * assembled	RNA %  * assembled	rRNA Count   * assembled	5S rRNA Count   * assembled	16S rRNA Count   * assembled	18S rRNA Count   * assembled	23S rRNA Count   * assembled	28S rRNA Count   * assembled	tRNA Count   * assembled	Other RNA Count   * assembled	Unchar Count 	Unchar % 	w/ Func Pred Count   * assembled	w/ Func Pred %   * assembled	w/o function prediction  * assembled	w/o function prediction %  * assembled	Orthologs Count	Orthologs %	Paralogs Count	Paralogs %	Revised Count 	Revised % 	Fused Count 	Fused % 	Fusion Component Count 	Fusion component % 	COG Count   * assembled	COG %   * assembled	KOG Count 	KOG % 	Pfam Count   * assembled	Pfam %   * assembled	TIGRfam Count   * assembled	TIGRfam %   * assembled	Enzyme Count   * assembled	Enzyme %   * assembled	KEGG Count   * assembled	KEGG %   * assembled	Not KEGG Count   * assembled	Not KEGG %   * assembled	KO Count   * assembled	KO %   * assembled	Not KO Count   * assembled	Not KO %   * assembled	MetaCyc Count   * assembled	MetaCyc %   * assembled	Not MetaCyc Count   * assembled	Not MetaCyc %   * assembled	IMG Term Count 	IMG Term % 	IMG Pathwawy Count 	IMG Pathway % 	IMG Parts List Count 	IMG Parts List % 	MyIMG Annotation Count	MyIMG Annotation %	Signal Peptide Count 	Signal Peptide % 	Transmembrane Count 	Transmembrane % 	Horizontally Transferred Count	Horizontally Transferred %	Genome Property Count 	Genome Property % 	Ortholog Group Count	Paralog Group Count	COG Cluster Count   * assembled	KOG Cluster Count 	Pfam Cluster Count   * assembled	TIGRfam Cluster Count   * assembled	IMG Cluster Count	IMG Cluster %	Chromosomal Cassette Gene Count	Chromosomal Cassette Gene %	Chromosomal Cassette Count	Biosynthetic Cluster Gene Count	Biosynthetic Cluster Gene %	Biosynthetic Cluster Count	InterPro Count 	InterPro % 
Bacteria	Permanent Draft	Acidithiobacillus ferrooxidans genome sequencing	Acidithiobacillus ferrooxidans BY0502	Central South University	2744054820	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus ferrooxidans	12051	singleton	IMG Annotation Pipeline v.4.15.1	143856	0	Ga0133120	Genome Analysis (Isolate)	Gp0149538	Gs0120512	2017-08-11	SOAPdenovo v. 2.0			Yes	Yes	0	920	0	0	2017-08-11	BY0502	Primary											Isolate	Yes													Complete	Whole Genome Sequencing					0			No				0								PRJNA317193	SAMN04601195						0						0.0	0.0	0.0	0.0	0.0	0.0		Industrial							Illumina MiSeq						2957355	3314	264	0	1	1679958	56.81	2670956	90.32	2670956	90.32	3249	98.04	65	1.96	3	1	1	0	1	0	44	18	0	0.0	2267	68.41	982	29.63	0	0	559	16.87	0	0	214	6.46	0	0.0	1720	51.9	497	15.0	2292	69.16	983	29.66	761	22.96	796	24.02	2453	74.02	1438	43.39	1811	54.65	658	19.86	2591	78.18	492	14.85	186	5.61	175	5.28	0	0.0	194	5.85	765	23.08	219	6.61	0	0.0	0	0	1194	375	1659	871	0	0	3235	97.62	419	34	1.03	3	1525	46.02
Bacteria	Permanent Draft	Acidithiobacillus ferrooxidans YQH-1 genome sequencing	Acidithiobacillus ferrooxidans YQH-1	Heilongjiang Bayi Agricultural University	2843368346	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus ferrooxidans	1432	clique	IMG Annotation Pipeline v.5.0.3	223020	0	Ga0347154	Genome Analysis (Isolate)	Gp0376838	Gs0139961	2019-11-12	Velvet v. 1.2.10			Yes	Yes	0	920	0	0	2019-11-12		Primary											Isolate	Yes						China							Complete	Whole Genome Sequencing					0			Yes	water sample from river in Wudalianchi volcano	China		0								PRJNA294114	SAMN04015057						0						0.0	0.0	0.0	0.0	0.0	0.0	26697394	Environmental							Illumina MiSeq						3111222	3344	96	0	0	1823180	58.63	2805075	90.21	2805075	90.21	3267	97.7	71	2.12	9	2	3	0	4	0	52	10	6	0.18	2373	70.96	894	26.73	0	0	750	22.43	0	0	0	0.0	0	0.0	2398	71.71	0	0.0	2452	73.33	1054	31.52	861	25.75	928	27.75	2339	69.95	1676	50.12	1591	47.58	751	22.46	2516	75.24	0	0.0	0	0.0	0	0.0	0	0.0	206	6.16	744	22.25	6	0.18	0	0.0	0	0	1478	0	1730	877	0	0	3290	98.39	282	118	3.53	6	0	0.0
Bacteria	Permanent Draft	Acidithiobacillus thiooxidans ATCC 19377	Acidithiobacillus thiooxidans ATCC 19377	Science for Life Foundation, Chile	2510461056	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus thiooxidans	869	clique-group	0	7046	0	Ga0010516	Genome Analysis (Isolate)	Gp0003885	Gs0000234	2012-02-04	Phred-Phrap-Consed v. Sep-2006	Released genomes available in Genbank - review by Nikos, April 6 2014		Yes	Yes	0	637390	36587	157459	2014-04-06	ATCC 19377	Primary		jorge.valdes@gmail.com	Jorge H. Valdes Anabalon						jorge.valdes@gmail.com	Jorge H. Valdes Anabalon, Jorge Valdes	Isolate	Yes						United Kingdom	Environmental	Terrestrial	Clay	Soil	9.6x		Complete	Whole Genome Sequencing	Unclassified		Gram-		0			Yes	Kimmeridge clay	United Kingdom		0								PRJNA36587	SAMN02469801						0						0.0	0.0	0.0	0.0	0.0	0.0	22123759	Bioleaching, Biotechnological							Sanger			Yes			3019868	3127	164	0	0	1605449	53.16	2638807	87.38	2638807	87.38	3080	98.5	47	1.5	5	2	1	0	2	0	42	0	0	0.0	2311	73.9	769	24.59	0	0	477	15.25	0	0	18	0.58	0	0.0	1803	57.66	497	15.89	2341	74.86	1046	33.45	825	26.38	911	29.13	2169	69.36	1632	52.19	1448	46.31	689	22.03	2391	76.46	592	18.93	231	7.39	195	6.24	0	0.0	189	6.04	695	22.23	129	4.13	0	0.0	0	188	1272	373	1734	907	0	0	3015	96.42	322	55	1.76	3	1498	47.91
Bacteria	Finished	Acidithiobacillus caldus ATCC 51756	Acidithiobacillus caldus ATCC 51756	Science for Life Foundation, Chile	2811995294	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus caldus	3677	clique	IMG Annotation Pipeline v.4.16.6	204365	0	Ga0325206	Genome Analysis (Isolate)	Gp0003887	Gs0000225	2018-12-05				Yes	Yes	0	637389	0	0	2018-12-05		Primary		jorge.valdes@gmail.com	Jorge H. Valdes Anabalon						jorge.valdes@gmail.com	Jorge Valdes	Isolate	Yes							Environmental	Terrestrial	Mine	Geologic		Level 6: Finished	Complete	Whole Genome Sequencing	Unclassified		Gram-		0			Yes	Coal spoils, United Kingdom	United Kingdom		0								PRJNA36585	SAMN02469802						0						0.0	0.0	0.0	0.0	0.0	0.0	19617360	Biotechnological							ABI 3730			Yes			2987045	3044	4	0	1	1834429	61.41	2721300	91.1	2721300	91.1	2980	97.9	64	2.1	6	2	2	0	2	0	49	9	0	0.0	2313	75.99	667	21.91	0	0	766	25.16	0	0	155	5.09	17	0.56	1918	63.01	519	17.05	2342	76.94	1018	33.44	796	26.15	935	30.72	2045	67.18	1594	52.37	1386	45.53	673	22.11	2307	75.79	372	12.22	151	4.96	105	3.45	0	0.0	202	6.64	741	24.34	143	4.7	0	0.0	0	0	1281	384	1684	892	0	0	2999	98.52	182	72	2.37	4	0	0.0
Bacteria	Permanent Draft	Acidithiobacillus ferrivorans YL15 Genome sequencing	Acidithiobacillus ferrivorans YL15	Central South University	2773857961	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus ferrivorans	1308	clique	IMG Annotation Pipeline v.4.16.2	183430	0	Ga0166302	Genome Analysis (Isolate)	Gp0191342	Gs0127362	2018-03-28	SOAPdenovo v. SEP-2015			Yes	Yes	0	160808	0	0	2018-03-28	YL15	Primary											Isolate	Yes						China: Tibet	Environmental	Aquatic	Groundwater	Freshwater			Complete	Whole Genome Sequencing	Acid Mine Drainage				0			No	acid mine drainage	China		0	31.8			98.03				PRJNA327612	SAMN05353865						0						0.0	0.0	0.0	0.0	0.0	0.0									Illumina MiSeq						2987562	3187	175	0	2	1690805	56.59	2691060	90.08	2691060	90.08	3125	98.05	62	1.95	3	1	1	0	1	0	43	16	0	0.0	2358	73.99	767	24.07	0	0	633	19.86	0	0	278	8.72	0	0.0	1882	59.05	0	0.0	2365	74.21	1053	33.04	843	26.45	909	28.52	2216	69.53	1549	48.6	1576	49.45	726	22.78	2399	75.27	410	12.86	168	5.27	129	4.05	0	0.0	182	5.71	707	22.18	138	4.33	0	0.0	0	0	1322	0	1729	953	0	0	3101	97.3	338	92	2.89	4	0	0.0
Bacteria	Permanent Draft	Acidithiobacillus ferrivorans CF27	Acidithiobacillus ferrivorans CF27	CEA Genoscope	2617271221	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus ferrivorans	1308	clique	0	63517	0	Ga0058672	Genome Analysis (Isolate)	Gp0102155	Gs0113180	2015-06-01				Yes	Yes	0	160808	0	0	2015-06-01	CF27	Primary											Isolate	Yes												Level 1: Standard Draft	Complete	Whole Genome Sequencing					0			No				0								PRJEB5721	SAMEA3139097						0						0.0	0.0	0.0	0.0	0.0	0.0												Unknown			3428212	3703	81	0	1	1934850	56.44	3071405	89.59	3071405	89.59	3606	97.38	97	2.62	3	1	1	0	1	0	71	23	0	0.0	2539	68.57	1067	28.81	0	0	708	19.12	0	0	80	2.16	0	0.0	2012	54.33	573	15.47	2599	70.19	1095	29.57	924	24.95	975	26.33	2631	71.05	1729	46.69	1877	50.69	790	21.33	2816	76.05	318	8.59	153	4.13	91	2.46	0	0.0	200	5.4	844	22.79	330	8.91	0	0.0	0	278	1324	409	1801	951	0	0	3633	98.11	309	69	1.86	3	1689	45.61
Bacteria	Permanent Draft	Acidithiobacillus albertensis DSM 14366	Acidithiobacillus albertensis DSM 14366	Macrogen Inc	2751185777	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus albertensis	869	clique-group	IMG Annotation Pipeline v.4.15.1	150178	0	Ga0210200	Genome Analysis (Isolate)	Gp0225628	Gs0130423	2017-09-11	Velvet v. OCT-2016			Yes	Yes	0	119978	0	0	2017-09-11	DSM 14366	Primary		moyaani@gmail.com	Ana Moya-Beltran						moyaani@gmail.com	Ana Moya-Beltr?n	Isolate	Yes						Canada, Alberta	Environmental	Terrestrial	Unclassified	Soil		Level 3: Improved-High-Quality Draft	Complete	Whole Genome Sequencing	Unclassified		Gram-		0			Yes	acidic soil at sulfur stockpile	Canada		0								PRJNA351776	SAMN05954282						0						0.0	0.0	0.0	0.0	0.0	0.0	29255572							30 C	Illumina MiSeq		Mesophile	Yes			3477277	3734	100	0	2	1825730	52.59	3119399	89.86	3119399	89.86	3671	98.31	63	1.69	6	2	2	0	2	0	47	10	0	0.0	2679	71.75	992	26.57	0	0	934	25.01	0	0	285	7.63	0	0.0	2091	56.0	565	15.13	2708	72.52	1110	29.73	856	22.92	966	25.87	2705	72.44	1694	45.37	1977	52.95	721	19.31	2950	79.0	554	14.84	198	5.3	184	4.93	0	0.0	284	7.61	918	24.58	184	4.93	0	0.0	0	0	1352	405	1788	942	0	0	3655	97.88	316	86	2.3	4	1713	45.88
Bacteria	Finished	Whole genome sequencing of a psychrotolerant Acidithiobacillus species for functional and comparative genomics	Acidithiobacillus ferrivorans SS3	DOE Joint Genome Institute (JGI)	2510436001	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus ferrivorans	1308	clique	0	6971	401909	Ga0025095	Genome Analysis (Isolate)	Gp0009734	Gs0034689	2012-01-06	Newbler v. 2.3		DOE	Yes	Yes	0	743299	61509	67387	2013-04-18	SS3	Primary		Ioanna.Pagani@thermofisher.com	Ioanna Pagani						mark.dopson@lnu.se	Mark Dopson	Isolate	Yes				CSP	2010.0	Norilsk, Russia	Environmental	Terrestrial	Mine	Geologic	30x	Level 6: Finished	Complete	Whole Genome Sequencing	Unclassified	300470.0	Gram-		0			Yes	Norilsk, Russia	Russia	213.0	0	69.372			88.235		Iron oxidizer, Sulfur oxidizer		PRJNA61509	SAMN00713557				1.9		401909						0.0	0.0	0.0	0.0	0.0	0.0	21705598	Biotechnological							454, Illumina		Psychrotolerant	Unknown			3207552	3149	1	0	0	1815292	56.59	2913276	90.83	2835853	88.41	3093	98.22	56	1.78	6	2	2	0	2	0	47	3	0	0.0	2358	74.88	735	23.34	0	0	503	15.97	0	0	25	0.79	61	1.94	1987	63.1	570	18.1	2404	76.34	1045	33.19	868	27.56	899	28.55	2194	69.67	1645	52.24	1448	45.98	748	23.75	2345	74.47	585	18.58	240	7.62	197	6.26	0	0.0	194	6.16	726	23.05	7	0.22	0	0.0	0	219	1318	406	1762	934	0	0	3301	104.83	220	84	2.67	4	2452	77.87
Bacteria	Finished	Acidithiobacillus caldus genome sequencing	Acidithiobacillus caldus MTH-04	Shandong University	2811995293	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus caldus	3677	clique	IMG Annotation Pipeline v.4.16.6	204364	0	Ga0325180	Genome Analysis (Isolate)	Gp0190296	Gs0127271	2018-12-05	Newbler v. 2.3			Yes	Yes	0	33059	0	0	2018-12-05		Primary											Isolate	Yes						China: Tenchong area, Yunnan province	Environmental	Aquatic	Unclassified	Freshwater		Level 6: Finished	Complete	Whole Genome Sequencing	Unclassified				0			No	spring	China		0								PRJNA318365	SAMN04849265						0						0.0	0.0	0.0	0.0	0.0	0.0									454, Illumina HiSeq						2975756	3093	3	0	1	1828341	61.44	2702606	90.82	2702606	90.82	3020	97.64	73	2.36	12	4	4	0	4	0	52	9	0	0.0	2312	74.75	708	22.89	0	0	723	23.38	0	0	167	5.4	0	0.0	1857	60.04	512	16.55	2352	76.04	973	31.46	770	24.89	882	28.52	2138	69.12	1510	48.82	1510	48.82	657	21.24	2363	76.4	349	11.28	145	4.69	102	3.3	0	0.0	202	6.53	714	23.08	12	0.39	0	0.0	0	0	1250	385	1657	883	0	0	3050	98.61	184	53	1.71	4	0	0.0
Bacteria	Finished	Acidithiobacillus ferridurans JCM 18981	Acidithiobacillus ferrooxidans JCM 18981	Tokyo University of Pharmacy and Life Sciences	2824077352	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus ferrooxidans	14178	singleton	IMG Annotation Pipeline v.5.0.1	210801	0	Ga0376269	Genome Analysis (Isolate)	Gp0405244	Gs0142185	2019-05-29	HGAP v. 3			Yes	Yes	0	920	0	0	2019-05-29		Primary		supratimmukherjee@lbl.gov	Supratim Mukherjee						akouzuma@toyaku.ac.jp	Atsushi Kouzuma	Isolate	Yes												Level 6: Finished	Complete	Whole Genome Sequencing					0			Yes				0								PRJDB7175	SAMD00129984						0						0.0	0.0	0.0	0.0	0.0	0.0	30533903								PacBio RS II						2921399	3141	1	0	0	1706914	58.43	2652575	90.8	2652575	90.8	3072	97.8	64	2.04	6	2	2	0	2	0	50	8	5	0.16	2323	73.96	749	23.85	0	0	787	25.06	0	0	0	0.0	0	0.0	2371	75.49	0	0.0	2397	76.31	1041	33.14	837	26.65	897	28.56	2175	69.25	1566	49.86	1506	47.95	725	23.08	2347	74.72	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	130	4.14	0	0.0	0	0	1441	0	1667	867	0	0	3111	99.04	190	136	4.33	4	0	0.0
